"recordNo","rackNo","face","sectionNo","sectionLabel","pinXRatio","pinYRatio","pinType","level","member","location","streetFrom","streetTo","memberSize","corrosionRank","remarks","measuredThicknessMm","overviewPhotoFile","overviewLatitude","overviewLongitude","overviewAccuracyMeters","overviewLocationCapturedAtMillis","closeupPhotoFile","closeupLatitude","closeupLongitude","closeupAccuracyMeters","closeupLocationCapturedAtMillis"
"Area2-X-S01-088","Area2","Common","1","","0.21766019","0.83198225","腐食所見","Z3","ウェブ (WB)","X1通り","Y11-10","","CT-100×100×5.5×8 (G3)","D","5.5","4.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-088.jpg","36.4416788","136.5714943","68.4","1787636595973"
"Area2-X-S01-089","Area2","Common","1","","0.20077753","0.8301426","腐食所見","Z3","ウェブ (WB)","X1通り","Y11-11","","CT-100×100×5.5×8 (G3)","D","5.5","4.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-089.jpg","36.4416922","136.5714812","34.4","1787636785596"
"Area2-X-S01-090","Area2","Common","1","","0.20151155","0.83175236","腐食所見","Z3","ガセットプレート (GPL)","X1通り","Y11-11","","CT-100×100×5.5×8 (G3)","D","6.0","3.3","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-090.jpg","36.4416922","136.5714812","34.4","1787636785596"
"Area2-X-S01-091","Area2","Common","1","","0.19930948","0.82853293","腐食所見","Z3","ガセットプレート (GPL)","X1通り","Y11-11","","CT-100×100×5.5×8 (G3)","D","6.0","4.2","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-091.jpg","36.4416922","136.5714812","34.4","1787636785596"
"Area2-X-S01-092","Area2","Common","1","","0.18780972","0.828303","腐食所見","Z3","ガセットプレート (GPL)","X1通り","Y11-12","","CT-100×100×5.5×8 (G3)","D","6.0","1.6","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-092.jpg","36.4416922","136.5714812","34.4","1787636785596"
"Area2-X-S01-093","Area2","Common","1","","0.17215048","0.82899284","腐食所見","Z3","ガセットプレート (GPL)","X1通り","Y11-13","","CT-100×100×5.5×8 (G3)","D","6.0","3.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-093.jpg","36.4417231","136.5715359","51.604","1787636966529"
"Area2-X-S01-094","Area2","Common","1","","0.15893798","0.8296827","腐食所見","Z3","ガセットプレート (GPL)","X1通り","Y11-14","","CT-100×100×5.5×8 (G3)","D","6.0","3.6","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-094.jpg","36.4417231","136.5715359","51.604","1787636966529"
"Area2-X-S01-095","Area2","Common","1","","0.15172008","0.8341668","腐食所見","Z3","スプライスプレート (SP)","X1通り","Y11-14","Y12","CT-100×100×5.5×8 (G3)","D","6.0","5.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-095.jpg","36.4417231","136.5715359","51.604","1787636966529"
"Area2-X-S01-096","Area2","Common","1","","0.83961296","0.8165467","腐食所見","Z4","ガセットプレート (GPL)","X1通り","Y7-1","","CT-100×100×5.5×8 (G3)","D","6.0","5.2","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-096.jpg","36.4406667","136.5720768","64.1","1787639581310"
"Area2-X-S01-097","Area2","Common","1","","0.8273792","0.8183863","腐食所見","Z4","ガセットプレート (GPL)","X1通り","Y7-2","","CT-100×100×5.5×8 (G3)","D","6.0","5.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-097.jpg","36.4406667","136.5720768","64.1","1787639581310"
"Area2-X-S01-098","Area2","Common","1","","0.8408363","0.8153969","腐食所見","Z4","フランジ (FL)","X1通り","Y7-1","","CT-100×100×5.5×8 (G3)","D","8.0","7.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-098.jpg","36.4406667","136.5720768","64.1","1787639581310"
"Area2-X-S01-099","Area2","Common","1","","0.8168582","0.8151669","腐食所見","Z4","フランジ (FL)","X1通り","Y7-3","","CT-100×100×5.5×8 (G3)","D","8.0","5.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-099.jpg","36.4405806","136.5722766","21.001","1787639762075"
"Area2-X-S01-100","Area2","Common","1","","0.51300234","0.8197279","腐食所見","Z4","フランジ (FL)","X1通り","Y9-1","","CT-100×100×5.5×8 (G3)","D","8.0","7.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-100.jpg","36.4405808","136.5722841","68.4","1787703300792"
"Area2-X-S01-101","Area2","Common","1","","0.51911926","0.8144389","腐食所見","Z4","フランジ (FL)","X1通り","Y9-1","","CT-100×100×5.5×8 (G3)","D","8.0","7.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-101.jpg","36.4405808","136.5722841","68.4","1787703300792"
"Area2-X-S01-102","Area2","Common","1","","0.5175404","0.81323904","腐食所見","Z4","スプライスプレート (SP)","X1通り","Y9-1","","CT-100×100×5.5×8 (G3)","D","6.0","4.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-102.jpg","36.4405808","136.5722841","68.4","1787703300792"
"Area2-X-S01-103","Area2","Common","1","","0.5202318","0.81668836","腐食所見","Z4","ウェブ (WB)","X1通り","Y9-1","","CT-100×100×5.5×8 (G3)","D","5.5","2.5","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-103.jpg","36.4405808","136.5722841","68.4","1787703300792"
"Area2-X-S01-104","Area2","Common","1","","0.51998717","0.81415886","腐食所見","Z4","ガセットプレート (GPL)","X1通り","Y9-1","","CT-100×100×5.5×8 (G3)","D","6.0","5.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-104.jpg","36.4429436","136.5703629","39.6","1787704381464"
"Area2-X-S01-105","Area2","Common","1","","0.4742328","0.81599855","腐食所見","Z4","フランジ (FL)","X1通り","Y9-4","","CT-100×100×5.5×8 (G3)","D","8.0","7.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-105.jpg","36.4405743","136.5722844","104.1","1787706000786"
"Area2-X-S01-106","Area2","Common","1","","0.37327883","0.8149592","腐食所見","Z4","フランジ (FL)","X1通り","Y10","","CT-100×100×5.5×8 (G3)","D","9.0 厚みが違う","7.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-106.jpg","36.4417","136.571451","92.9","1787706181181"
"Area2-X-S01-107","Area2","Common","1","","0.37401286","0.8158791","腐食所見","Z4","ガセットプレート (GPL)","X1通り","Y10","","CT-100×100×5.5×8 (G3)","D","6.0","5.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-107.jpg","36.4417","136.571451","92.9","1787706181181"
"Area2-X-S01-108","Area2","Common","1","","0.34416246","0.8147294","腐食所見","Z4","ガセットプレート (GPL)","X1通り","Y11-1","","CT-100×100×5.5×8 (G3)","D","6.0","4.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-108.jpg","36.4417","136.571451","92.9","1787706181181"
"Area2-X-S01-109","Area2","Common","1","","0.3444071","0.8133496","腐食所見","Z4","フランジ (FL)","X1通り","Y11-1","","c150","D","3.2","2.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-109.jpg","36.442943","136.5703627","45.6","1787707080908"
"Area2-X-S01-110","Area2","Common","1","","0.34514114","0.8128897","腐食所見","Z4","ウェブ (WB)","X1通り","Y11-1","","c150","D","3.2","2.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-110.jpg","36.442943","136.5703627","45.6","1787707080908"
"Area2-X-S01-111","Area2","Common","1","","0.34587517","0.81426936","腐食所見","Z4","スチフナー (STF)","X1通り","Y11-1","","H-150×150×7×10 (P1)","D","6.0","4.8","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-111.jpg","36.4417","136.571451","92.9","1787707342705"
"Area2-X-S01-112","Area2","Common","1","","0.28049955","0.81779367","腐食所見","Z4","フランジ (FL)","X1通り","Y11-5","Y11-6","CT-100×100×5.5×8 (G3)","D","8.0","6.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-112.jpg","36.4417","136.571451","92.9","1787707342705"
"Area2-X-S01-113","Area2","Common","1","","0.15825205","0.813938","腐食所見","Z4","ガセットプレート (GPL)","X1通り","Y11-14","","CT-100×100×5.5×8 (G3)","D","6.0","3.4","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-113.jpg","36.4416797","136.5714273","28.1","1787708700782"
"Area2-X-S01-114","Area2","Common","1","","0.14381616","0.81508785","腐食所見","Z4","スプライスプレート (SP)","X1通り","Y12","","CT-100×100×5.5×8 (G3)","D","6.0","4.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-114.jpg","36.4416797","136.5714273","28.1","1787708700782"
"Area2-X-S01-115","Area2","Common","1","","0.14479487","0.81025875","腐食所見","Z4","フランジ (FL)","X1通り","Y12","","CT-100×100×5.5×8 (G3)","D","9.0厚みが違う","6.5","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-115.jpg","36.4416723","136.5714405","32.099","1787708881286"
"Area2-X-S01-116","Area2","Common","1","","0.8405817","0.8318839","腐食所見","Z3","スプライスプレート (SP)","X1通り","Y7-1","","CT-100×100×5.5×8 (G3)","D","6.0","5.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-116.jpg","36.4406141","136.5722959","68.4","1787719800762"
"Area2-X-S01-117","Area2","Common","1","","0.8430285","0.82981426","腐食所見","Z3","フランジ (FL)","X1通り","Y7-1","","CT-100×100×5.5×8 (G3)","D","8.0","7.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-117.jpg","36.4405654","136.5723036","20.175","1787719981259"
"Area2-X-S01-118","Area2","Common","1","","0.19711871","0.4650068","腐食所見","Z3","スプライスプレート (SP)","X3通り","Y7-1","","CT-100×100×5.5×8 (G3)","D","6.0","4.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-118.jpg","36.4405883","136.5722513","64.1","1787720162009"
"Area2-X-S01-119","Area2","Common","1","","0.2081291","0.463857","腐食所見","Z4","ウェブ (WB)","X3通り","Y7-2","","CT-100×100×5.5×8 (G3)","D","5.5","4.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-119.jpg","36.4405539","136.5722942","18.685","1787720342403"
"Area2-X-S01-120","Area2","Common","1","","0.20666106","0.46408698","腐食所見","Z3","ガセットプレート (GPL)","X3通り","Y7-2","","CT-100×100×5.5×8 (G3)","D","6.0","3.6","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-120.jpg","36.4405539","136.5722942","18.685","1787720342403"
"Area2-X-S01-121","Area2","Common","1","","0.517377","0.4478793","腐食所見","Z4","スチフナー (STF)","X3通り","Y9-1","","H-150×150×7×10 (P1)","D","6.0","2.5","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-121.jpg","36.4405539","136.5722942","18.685","1787720342403"
"Area2-X-S01-122","Area2","Common","1","","0.5461297","0.14701311","腐食所見","Z4","スチフナー (STF)","門型柱 Y9","Y9-1","","H-150×150×7×10 (Sb4)","D","6.0","2.4","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-122.jpg","36.4411163","136.5718943","87.6","1787721487004"
"Area2-X-S01-123","Area2","Common","1","","0.5182391","0.14682226","腐食所見","Z4","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","H-150×150×7×10 (Sb4)","D","6.0","5.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-123.jpg","36.4417016","136.5714558","92.9","1787721847978"
"Area2-X-S01-124","Area2","Common","1","","0.516469","0.16149081","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","H-150×150×7×10 (P1)","D","9.0","7.5","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-124.jpg","36.4417016","136.5714558","92.9","1787721847978"
"Area2-X-S01-125","Area2","Common","1","","0.5572077","0.15953614","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","H-150×150×7×10 (Sb4)","D","6.0","3.2","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-125.jpg","36.4417016","136.5714558","92.9","1787721847978"
"Area2-X-S01-126","Area2","Common","1","","0.5564737","0.16114584","腐食所見","Z3","フランジ (FL)","門型柱 Y9","Y9-1","","H-150×150×7×10 (Sb4)","D","10","8.8","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-126.jpg","36.4405374","136.5724095","87.6","1787722535204"
"Area2-X-S01-127","Area2","Common","1","","0.55696297","0.14803824","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","CT-97×150×6×9 (G2)","D","9.0","6.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-127.jpg","36.4405374","136.5724095","87.6","1787722535204"
"Area2-X-S01-128","Area2","Common","1","","0.5611225","0.16390535","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","H-150×150×7×10 (P1)","D","9.0","6.3","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-128.jpg","36.4405626","136.572301","72.9","1787722715589"
"Area2-X-S01-129","Area2","Common","1","","0.53592074","0.18586634","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","C-150x75x6.5x10 (Sb5)","D","6.0","4.8","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-129.jpg","36.4418497","136.5717878","82.5","1787724300080"
"Area2-X-S01-130","Area2","Common","1","","0.5339633","0.19000559","腐食所見","Z2","フランジ (FL)","門型柱 Y9","Y9-1","","C-150x75x6.5x10 (Sb5)","D","8.0","6.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-130.jpg","36.4418497","136.5717878","82.5","1787724300080"
"Area2-X-S01-131","Area2","Common","1","","0.5584309","0.19092542","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","H-150×150×7×10 (P1)","D","9.0","7.8","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-131.jpg","36.4406052","136.5723036","47.067","1787724480610"
"Area2-X-S01-132","Area2","Common","1","","0.5129212","0.18793598","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","H-150×150×7×10 (P1)","D","9.0","7.6","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-132.jpg","36.4406052","136.5723036","47.067","1787724480610"
"Area2-X-S01-133","Area2","Common","1","","0.51341057","0.21208154","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y9","Y9-1","","H-150×150×7×10 (P1)","D","9.0","5.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-133.jpg","36.4406052","136.5723036","47.067","1787724480610"
"Area2-X-S01-134","Area2","Common","1","","0.5139","0.19391488","腐食所見","Z2","スチフナー (STF)","門型柱 Y9","Y9-1","","H-150×150×7×10 (P1)","D","9.0","7.3","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-134.jpg","36.4405225","136.5725301","82.5","1787724662432"
"Area2-X-S01-135","Area2","Common","1","","0.7209488","0.21298973","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y8","Y8-1","","H-150×150×7×10 (P1)","D","9.0","6.2","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-135.jpg","36.4405225","136.5725301","82.5","1787724662432"
"Area2-X-S01-136","Area2","Common","1","","0.6771519","0.21344963","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y8","Y8-1","","H-150×150×7×10 (P1)","D","6.0","5.3","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-136.jpg","36.4406352","136.5722754","82.5","1787725169702"
"Area2-X-S01-137","Area2","Common","1","","0.6788646","0.18792431","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y8","Y8-1","","H-150×150×7×10 (P1)","D","9.0","7.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-137.jpg","36.4406352","136.5722754","82.5","1787725169702"
"Area2-X-S01-138","Area2","Common","1","","0.6986834","0.18585469","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y8","Y8-1","","C-150x75x6.5x10 (Sb5)","D","6.0","4.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-138.jpg","36.4406352","136.5722754","82.5","1787725169702"
"Area2-X-S01-139","Area2","Common","1","","0.7187468","0.18746439","腐食所見","Z2","スチフナー (STF)","門型柱 Y8","Y8-1","","H-150×150×7×10 (P1)","D","9.0","5.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-139.jpg","36.4405311","136.5722429","82.5","1787725392877"
"Area2-X-S01-140","Area2","Common","1","","0.434734","0.15929076","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y10","Y10","","H-150×150×7×10 (P1)","D","9.0","4.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-140.jpg","36.4405718","136.5722899","24.402","1787726700768"
"Area2-X-S01-141","Area2","Common","1","","0.43253192","0.15998064","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y10","Y10","","H-150×150×7×10 (P1)","D","6.0","4.8","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-141.jpg","36.4405639","136.5723075","28.1","1787726882669"
"Area2-X-S01-142","Area2","Common","1","","0.40720442","0.16337077","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y10","Y10","","H-150×150×7×10 (P1)","D","9.0","5.4","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-142.jpg","36.4405639","136.5723075","28.1","1787726882669"
"Area2-X-S01-143","Area2","Common","1","","0.29067048","0.16015431","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y11","Y11-1","","H-150×150×7×10 (P1)","D","9.0","7.5","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-143.jpg","36.4416936","136.5714566","104.1","1787727062768"
"Area2-X-S01-144","Area2","Common","1","","0.2622881","0.16084419","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y11","Y11-1","","H-150×150×7×10 (P1)","D","9.0","6.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-144.jpg","36.4416936","136.5714566","104.1","1787727062768"
"Area2-X-S01-145","Area2","Common","1","","0.1805737","0.15921842","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","9.0","6.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-145.jpg","36.4417383","136.5715881","56.1","1787727600732"
"Area2-X-S01-146","Area2","Common","1","","0.1776376","0.16151801","腐食所見","Z3","スチフナー (STF)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","6.0","1.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-146.jpg","36.4417383","136.5715881","56.1","1787727600732"
"Area2-X-S01-147","Area2","Common","1","","0.14974459","0.15760872","腐食所見","Z3","ガセットプレート (GPL)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","9.0","4.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-147.jpg","36.4416746","136.5714918","27.135","1787727802863"
"Area2-X-S01-148","Area2","Common","1","","0.14901054","0.16289774","腐食所見","Z3","スチフナー (STF)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","6.0","4.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-148.jpg","36.4416746","136.5714918","27.135","1787727802863"
"Area2-X-S01-149","Area2","Common","1","","0.26366714","0.21266688","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y11","Y11-1","","H-150×150×7×10 (P1)","D","6.0","5.4","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-149.jpg","36.4416061","136.5719245","82.5","1787804553753"
"Area2-X-S01-150","Area2","Common","1","","0.28056002","0.18570593","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y11","Y11-1","","C-150x75x6.5x10 (Sb5)","D","6.0","4.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-150.jpg","36.4416061","136.5719245","82.5","1787804553753"
"Area2-X-S01-151","Area2","Common","1","","0.29230446","0.21192113","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y11","Y11-1","","H-150×150×7×10 (P1)","D","6.0","5.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-151.jpg","36.4418534","136.5716406","68.4","1787804734780"
"Area2-X-S01-152","Area2","Common","1","","0.28031534","0.18593588","腐食所見","Z2","フランジ (FL)","門型柱 Y11","Y11-1","","C-150x75x6.5x10 (Sb5)","D","11.2","8.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-152.jpg","36.4406053","136.5723035","46.773","1787804915726"
"Area2-X-S01-153","Area2","Common","1","","0.2957299","0.18570593","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y11","Y11-1","","C-150x75x6.5x10 (Sb5)","D","9.0","6.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-153.jpg","36.4415173","136.5719964","72.9","1787805096982"
"Area2-X-S01-154","Area2","Common","1","","0.29328316","0.18662575","腐食所見","Z2","スチフナー (STF)","門型柱 Y11","Y11-1","","C-150x75x6.5x10 (Sb5)","D","9.0","7.8","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-154.jpg","36.4416941","136.5719572","87.6","1787805278991"
"Area2-X-S01-155","Area2","Common","1","","0.4230485","0.18620284","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y10","Y10","","C-150x75x6.5x10 (Sb5)","D","6.0","3.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-155.jpg","36.4416941","136.5719572","87.6","1787805278991"
"Area2-X-S01-156","Area2","Common","1","","0.43351856","0.188624","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y10","Y10","","H-150×150×7×10 (P1)","D","9.0","7.9","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-156.jpg","36.4406289","136.5722773","52.156","1787805459889"
"Area2-X-S01-157","Area2","Common","1","","0.4068571","0.18601082","腐食所見","Z2","スチフナー (STF)","門型柱 Y10","Y10","","H-150×150×7×10 (P1)","D","9.0","4.6","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-157.jpg","36.4405693","136.5723991","77.6","1787805641281"
"Area2-X-S01-158","Area2","Common","1","","0.4080805","0.1876205","腐食所見","Z2","スチフナー (STF)","門型柱 Y10","Y10","","H-150×150×7×10 (P1)","D","9.0","4.6","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-158.jpg","36.4405693","136.5723991","77.6","1787805641281"
"Area2-X-S01-159","Area2","Common","1","","0.40587837","0.21682519","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y10","Y10","","H-150×150×7×10 (P1)","D","6.0","4.6","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-159.jpg","36.44057","136.5720966","77.6","1787805822239"
"Area2-X-S01-160","Area2","Common","1","","0.43523946","0.21245597","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y10","Y10","","H-100×100×6×8 (P2)","D","6.0","5.2","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-160.jpg","36.44057","136.5720966","77.6","1787805822239"
"Area2-X-S01-161","Area2","Common","1","","0.43475014","0.21038635","腐食所見","Z1","スチフナー (STF)","門型柱 Y10","Y10","","H-150×150×7×10 (P1)","D","6.0","3.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-161.jpg","36.4417096","136.5714608","77.6","1787806003137"
"Area2-X-S01-162","Area2","Common","1","","0.67734575","0.49283275","腐食所見","Z2","ガセットプレート (GPL)","X1通り","Y10","Y11-1","C-150x75x6.5x10 (Sb5)","D","6.0","4.5","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-162.jpg","36.4417096","136.5714608","77.6","1787806003137"
"Area2-X-S01-163","Area2","Common","1","","0.67777306","0.49058792","腐食所見","Z1","ガセットプレート (GPL)","X2通り","Y10","Y11-1","CT-97×150×6×9 (G2)","A","6.0","4.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-163.jpg","36.4411795","136.5718522","82.5","1787806183921"
"Area2-X-S01-164","Area2","Common","1","","0.1527589","0.21346398","腐食所見","Z1","スチフナー (STF)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","6.0","0.0","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-164.jpg","36.4416906","136.5714864","45.6","1787806561451"
"Area2-X-S01-165","Area2","Common","1","","0.14956246","0.210922","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","6.0","1.3","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-165.jpg","36.4416906","136.5714864","45.6","1787806561451"
"Area2-X-S01-166","Area2","Common","1","","0.16505283","0.18711984","腐食所見","Z2","ガセットプレート (GPL)","門型柱 Y12","Y12","","C-150x75x6.5x10 (Sb5)","D","6.0","2.7","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-166.jpg","36.4416906","136.5714864","45.6","1787806561451"
"Area2-X-S01-167","Area2","Common","1","","0.18128084","0.21461941","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","6.0","4.2","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-167.jpg","36.4416906","136.5714864","45.6","1787806561451"
"Area2-X-S01-168","Area2","Common","1","","0.17955968","0.18850638","腐食所見","Z1","ガセットプレート (GPL)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","9.0","6.8","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-168.jpg","36.4417566","136.5716204","56.1","1787806742041"
"Area2-X-S01-169","Area2","Common","1","","0.14980833","0.20999765","腐食所見","Z1","スチフナー (STF)","門型柱 Y12","Y12","","H-150×150×7×10 (P1)","D","6.0","4.2","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-169.jpg","36.4417566","136.5716204","56.1","1787806742041"
"Area2-X-S01-170","Area2","Common","1","","0.16357756","0.18157372","腐食所見","Z2","フランジ (FL)","門型柱 Y12","Y12","","C-150x75x6.5x10 (Sb5)","D","10.5","9.1","Area2-X-S01-overview.jpg","","","","","Area2-X-S01-170.jpg","36.4417674","136.5715456","28.775","1787806922955"
